path,label_path,hazard_score,label,split
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_58E_37YznQdb1cEFR7BySg_heading_96_pitch_0_png.rf.7953f10c3eb39f886cd8e4824e3296cc.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_hDMWd6P6HbpOSjpSsLrhqw_heading_316_pitch_0_png.rf.c4541785e32e84d293c9c37c2e88c38d.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_FQoQ5CWkn5AGnxSrx-y2nw_heading_327_pitch_3_png.rf.6fbdde336cbc85eea610bb3e40035608.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_4wjmQVJQkT4v_TSV8ZkJPQ_heading_57_pitch_5_png.rf.7f999238eafdbe84edcacf2cf07c9be1.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_7iptKZ8hl0rO2Zcwf3PYtg_heading_127_pitch_-1_png.rf.e82ee25447527807c157c2d1a92c4b0c.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_58E_37YznQdb1cEFR7BySg_heading_236_pitch_0_png.rf.f88c7178077f71cc87b8d1e779dbf4fb.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_5EeLA7qYLGlNL93zkBIY6w_heading_312_pitch_-1_png.rf.a70a46a022f96e1a09f3f021e3449622.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_1fOUqdBXaKhqDqn4m52CVw_heading_191_pitch_0_png.rf.9bc7161e6ab8a7e34430acec5e5fe0bb.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_3AKNnRkx4TD5EuHSBfQw_Q_heading_141_pitch_-2_png.rf.7621989ba811ed38ed941cb20c0244e8.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_7lVGEIDXacSn0chdkInbdQ_heading_139_pitch_0_png.rf.fe43e7da61935b163924f832ab4bac99.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_7Y_r4Ls3t625EhR9Vl22ww_heading_229_pitch_1_png.rf.187d37456190b60ac8e6409147a7c4e4.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_4XV_Qv8gYXdlvRpEmK527g_heading_270_pitch_-2_png.rf.94bd6eaf8e0cde8ccd057538b4bf1c27.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_6abtzkyS4Euap9ll8FcyrA_heading_14_pitch_-1_png.rf.ba6613386d5e6d40fb868b64cb7272fc.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_4npK6_oH0OZQ2h_EONu5og_heading_185_pitch_0_png.rf.cc58415d3a0b41bab6bc73e79cabd56e.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_7-W9IYx4HLZinEbm0j9thw_heading_48_pitch_0_png.rf.27439854c1818f0bdfdcbeb010f5c397.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_dOKoGAcGzdkDtxpcXeWFFw_heading_233_pitch_0_png.rf.35e56202a287619489e7db766f192dba.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_7DzEv7fz_voaVW6Z88hCXw_heading_69_pitch_-5_png.rf.fcddc562fa334e6644c759825d505534.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_50_cP6oVNr27qxau6yolQQ_heading_351_pitch_-4_png.rf.76733ff06f35fcd1151ecc033a4c5d6c.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_bB0eDoBji5tpXloyktxPdw_heading_35_pitch_1_png.rf.656358b1373030d10519e53a21b18bcb.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_BiFje6q3PRtD_aV_Zdtm-g_heading_269_pitch_4_png.rf.c4cd0ae1faedc74df8e111eb2f58ad03.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_7L1iIZ6omWllfp1JyxzoJw_heading_7_pitch_6_png.rf.d4a95c6f017490a6fb3068a86e69243b.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_09UkadIEJKeB9xl55rA5Gw_heading_286_pitch_3_png.rf.cfa0130f4f596eea827e2cefb40c133d.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_7KanQhj_3aMZmoKKsKLPAQ_heading_248_pitch_2_png.rf.b46e74a441ed4809d95f12c853b202da.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_6VEAMMDfPvUg5tMUpyCchQ_heading_287_pitch_0_png.rf.be851006d6c0a8d0d0bf8fe914c7c0df.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_5YKKPQX0lROXB1FSHcXB_g_heading_18_pitch_2_png.rf.df4f841187ece31997f2f053c0e97c39.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_60ddLhHWztF0eVryXjwlrw_heading_59_pitch_-5_png.rf.98850eeb799ccb2b2ed31e80a771f1c3.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_5njzNt7L8o6Ok8NzVtBLSg_heading_349_pitch_3_png.rf.976cdd7ce54c287487f131b946dde35b.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_-WPv5tRrQsUGH2NlSK6o4Q_heading_160_pitch_-2_png.rf.64f376445c7ffdeadef0769c2f6475a3.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_9e2ILOfMb0fnRSA3AOAf4A_heading_29_pitch_-7_png.rf.72010bd08d927c8cedd2207a1da7a2a5.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_Ddh-wZq4Hr257pcQf9vvKQ_heading_296_pitch_1_png.rf.a22e8181dd0af5f8ee1cfee929b7a9d1.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_dLk9ocGQSDlB2Shhg1bpPQ_heading_138_pitch_0_png.rf.5c445afa8bda60ec5611057f82bbc67d.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_5WF-PVfgvNKezERsxOA7rw_heading_181_pitch_-1_png.rf.ab9a03930fbfa0d662e1c48712cae7f9.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_69SjDMnTB4C5rsxQCcy8sA_heading_38_pitch_0_png.rf.e92ad3b5547c98e84cb4020266e125ee.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_6tZPrW2KiMvGeQQTrNWlNA_heading_60_pitch_-4_png.rf.f2dee001a2bc13b9e6a9362dab1d7de7.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_l-xlXK7DnoUvJeVlw1YZAQ_heading_236_pitch_-1_png.rf.bc5c61f93b3e8571a4169624fe6d06ec.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_4XLmr7sbptg1A2eSt8gBjw_heading_315_pitch_-2_png.rf.18093423cd1c358a190e46e82d7e721f.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_63dgEqFQiapMqpCn7nu07w_heading_271_pitch_-2_png.rf.205711f76a77fb796cc68b4291977802.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_1GYXS-YRTabgw4LBcqPIYQ_heading_349_pitch_-1_png.rf.3a23c21f8e58cf0d779c83a951ae2cdb.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_4SM_tkiwUUJErQrLYsGEIg_heading_185_pitch_4_png.rf.460cdbc35bf9fb32644443293b6e6d03.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_73yJUjCHWKEJ83iA6T3H6A_heading_330_pitch_-1_png.rf.143019b7611a2366366c4072a9f5eceb.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_-DdRLdAB47DJZ7r31vpAzA_heading_190_pitch_4_png.rf.8e095675e7443c6f4adfeac46a78f8ed.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.200140,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_8-1Xews-RfAMbTl3f7BTVQ_heading_55_pitch_0_png.rf.b908162315ab347832f52b005b4711a9.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_7MEzBhtyALT6CpEIZGAOdg_heading_328_pitch_0_png.rf.d3f011027e8c5905fa612e5acb4987af.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_6h89eFQZSRvyu0hO-2lAdg_heading_216_pitch_-2_png.rf.152e4ff30f6bf5ab28d982dce3e2bc12.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_DMC1fM20umLWvr4UPUBHZA_heading_45_pitch_3_png.rf.dc25a1184f3cc51c286c4abdab2cf738.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_767kBnLuyy7B-kRDVk4vNw_heading_297_pitch_-5_png.rf.0e5d4ca5d99f8f7c3906d8c3ba42fd49.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_4npK6_oH0OZQ2h_EONu5og_heading_113_pitch_0_png.rf.97fb9634dea5b547ae7f7957c87f5aae.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_jJrDN-wNmOihqaEKjm6fnw_heading_20_pitch_1_png.rf.1ea60bc59e2703cb75e24105c1ebbd1d.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_9DeDfwbWM7ZlZSXVTkn-jA_heading_12_pitch_0_png.rf.676e803ef054c5492d249a208ea5b16f.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_60ddLhHWztF0eVryXjwlrw_heading_14_pitch_-5_png.rf.a70cf435f908370673d898172c215115.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_asMjAOrBd_nckIVDwmoiqQ_heading_273_pitch_-2_png.rf.0054034b49e14af01d0bdf331007a53b.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_FCVjXy8ZwrBM_cvDDn2Zzw_heading_323_pitch_0_png.rf.35d39b8ed680cf27e958359c0de50b3a.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_ckvbbdE32fyTuZVbnd6ZIQ_heading_181_pitch_1_png.rf.e9a1e1bde088cc1eeae0f7639c126c68.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.414899,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_fFXt0MTRMRbmzUDy5anJUg_heading_299_pitch_2_png.rf.aa240db06d715313c392aeabb66289cc.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_Iux4hBfu2YWY3UFzMS9uJg_heading_140_pitch_-2_png.rf.b5daea99cdfc1da77777948112ba6560.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_4YtBnKqCjHu-yFvIIsi-7Q_heading_278_pitch_-6_png.rf.224bc15ad3bea08621286cb91b22c4b6.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_jD0MpmXj4cfa4qKMfomxgQ_heading_144_pitch_6_png.rf.34425988c05d4c403aff8d785bf9f7f9.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_I-bHQt6Us7kb3S9gydDlA_heading_318_pitch_0_png.rf.bd6269f3b89177f62843e448fb18dea6.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_iB4AeuWc9q4Lp4FN-zzlfQ_heading_310_pitch_0_png.rf.4b164a2476da38d3c28e453f2ee3bf92.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_e4hHjV5N0CYEE2oR1VK2aw_heading_351_pitch_-3_png.rf.a7c38012e5b3dfc5e2d1d2c289394c0b.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000925,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_Gn_EmwZTfFI_e5gN5Tdvfg_heading_34_pitch_-2_png.rf.a10547460c96ada09de68e664247355d.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.748107,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_4UCWY9UP65qgZJWKAvRqqQ_heading_132_pitch_-5_png.rf.21c52d58a2211d32951c70a1df57c755.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_gvzue2eAGXG4vlopyplhZQ_heading_250_pitch_-2_png.rf.7c11201a1f1ff23d8f39c9a6af63ecd3.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_HINxTcRns8Rw4XZW-RR8IQ_heading_77_pitch_0_png.rf.0b07e10302323c3636585f6aaa6e9a94.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_BZma2lNSuGv91Pbb-pXkg_heading_320_pitch_3_png.rf.9abbf6b426e51d89d37471daf7512b2e.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_8fxG1DiUGSNYx7ztX3pCMQ_heading_280_pitch_-4_png.rf.ccbc5df4be587f2fd831417c263fe5f9.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.296383,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_-WDGDcZNqNsEWh1LdRf4dw_heading_138_pitch_-4_png.rf.1aca606441140c0c9d93953cf59ea6f7.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_6ncnd0TU7ZB36ebsGIn8bw_heading_225_pitch_-6_png.rf.39f243ef870faffca3e6a569e72105d3.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.007384,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_6mzXYi24lkzV8qCqUrjNeQ_heading_286_pitch_0_png.rf.a421cd7741788b6e71763b719418c6f6.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_69gN1zDKBao4cWcN4Qr_dg_heading_184_pitch_0_png.rf.96fd45913f975e1551481afed2f0f8b7.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_HINxTcRns8Rw4XZW-RR8IQ_heading_287_pitch_0_png.rf.9c1c1584e14f727d69cfe8b0d036f858.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid___Kf5br9RSNpVi-SQWJhLA_heading_126_pitch_0_png.rf.1d991c81584079fb0239564683da262c.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_4Zbkb0OSsUGFxsQxoPrGfw_heading_75_pitch_2_png.rf.971bb3e83570a09d35d59dabbb1bb7f7.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_4s_FEHa25L3n7U189WqJ_Q_heading_198_pitch_-3_png.rf.e7a89dcf7ba1559890e354cc7624d727.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_65L_seumnSW3GhhSW0SLEQ_heading_161_pitch_5_png.rf.af6431e3bd7802a0aea089c2fa70fea6.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_9ASOg9KPdUaMOx67LdcxQQ_heading_356_pitch_0_png.rf.4814b7976ea4eb3b59b0fbd83e70c949.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_9e2ILOfMb0fnRSA3AOAf4A_heading_188_pitch_-7_png.rf.052a4c161c3a38492b2ab3c3995ad592.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_519HC0iKhuwwoPT3CDLRVg_heading_127_pitch_5_png.rf.92d0eea2421093ece115e628dd2a4859.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_dSw4GHj36fc3Ox67cgqqLg_heading_98_pitch_0_png.rf.b0dcd1126d45807b473ceba85fdc5d13.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_8Hlv6BTEb-gR0GoeyD1zyA_heading_312_pitch_0_png.rf.a2f0a3d73fcf363649c96a23ef8d8c47.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_5scDPBIYVo0mGhyNVlpWqA_heading_105_pitch_1_png.rf.1496c18bda845b18e9316f8e9f376cda.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_6QYbROYWWIsH31hMc9QnlA_heading_332_pitch_-2_png.rf.ab2d2ca18e9c4717d341c86e5cc802c3.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_fqSKKXy-VOZaO5QRV3LgxA_heading_256_pitch_0_png.rf.5b3bfa1fe36feffa696231590c759ba7.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_aBrdnPnOK4LRxqQO4GFlZA_heading_111_pitch_0_png.rf.e422d24140b1660df8ba5d2d49f8c308.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_eOH-hklZGCnQhw8Non8RnA_heading_130_pitch_5_png.rf.24230d4924a1a71afb1dc37b3d4e35ac.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_D70lhLDluebAjq42qeRJ0A_heading_97_pitch_-2_png.rf.a0da3172ea5ad598033aa7f1f18f7f03.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_7i_RfFEvi3EuScrG3neQiw_heading_57_pitch_3_png.rf.2d324b25b4fd2e3928b4664dda26a318.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_87t9dGpU_akNCxFCG2rdSQ_heading_236_pitch_2_png.rf.91489937cbd28ecbf4c85d57f8b2b88e.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_4KsFslZLI78H_Yf-u9-kAg_heading_116_pitch_1_png.rf.d325a8e54cd14f1defb031f2d386a430.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_-UcAaNLHMgNJb7NLyiaGmQ_heading_192_pitch_-4_png.rf.eaefec8ad0128df0346f343f494af787.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_7TuhzWNYb8jcUW16bbFQQw_heading_30_pitch_-7_png.rf.1da24fe3689bc7858bb3041dfcabc917.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_0HjVgnMasQTJuzUshfkT-w_heading_7_pitch_-1_png.rf.896938b244bfa7d9fedb7fd440391df9.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_6OObFgcG6JMcHBiZuJ8diA_heading_186_pitch_3_png.rf.40bcbca582be0d3ba320217b7ca3267a.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_3XzvfN75I5CFqmWyw3y9Xg_heading_282_pitch_-5_png.rf.43e3bb89944d51152183797286611eb0.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_h_Voeh-B3-AAQl6TZ9LvlA_heading_118_pitch_0_png.rf.7c153ab9edd94b2c7e7cc8e2e823da7e.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_5CqmpFFAHcGSqXHBXfhBwg_heading_195_pitch_-4_png.rf.c202938e6ec7211d6cf8140d12adaa60.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.000000,0,train
/content/drive/MyDrive/Offical Project.v8i.coco/train/_panoid_5N4zcpCnANiI1NECPhfnWQ_heading_183_pitch_0_png.rf.35dbc01b8d04a7518999e0088f276f8f.jpg,/content/drive/MyDrive/Offical Project.v8i.coco/train/_annotations.coco.json,0.880797,1,train
