image,target_hazard_score,target_label,predicted_hazard_score,predicted_label,score_bin,abs_error
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_4PJ7cxrn5Mf7TmVpqccJ_A_heading_322_pitch_-4_png.rf.5243afed8c05920fbde6e478a6324351.jpg,0.880797,1,0.4481390714645386,0,"(0.4, 0.5]",0.4326579285354615
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_3FMmbQhpsfVsxTBueVF7jA_heading_113_pitch_-4_png.rf.12bc0c4e21ae0f7cca6163369ce7c311.jpg,0.880797,1,0.44923266768455505,0,"(0.4, 0.5]",0.431564332315445
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_5S6036Gz2CBVDuPNMxBkvg_heading_319_pitch_-5_png.rf.3e4a53b8c6813a414ee5f0fc5d3a6649.jpg,0.880797,1,0.45004594326019287,0,"(0.4, 0.5]",0.4307510567398072
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_6FSRtBQ_eZckGIrVImPoFQ_heading_314_pitch_7_png.rf.99075d0c83f70484b5229929a3407961.jpg,0.0,0,0.42964306473731995,0,"(0.4, 0.5]",0.42964306473731995
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1fy0N50mnbULYgrzfLa5Ng_heading_64_pitch_-2_png.rf.b0206ab286b8f6fa0af67e83eb1c4a4b.jpg,0.880797,1,0.45636025071144104,0,"(0.4, 0.5]",0.424436749288559
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0MWc4M0gh1GVjDfq0Q9AWA_heading_206_pitch_2_png.rf.26fd75f4e778d6d8b6e9a6c71527a54a.jpg,0.880797,1,0.4577305316925049,0,"(0.4, 0.5]",0.42306646830749517
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_4Mjrwr6AAfFMiKrMBsvdEw_heading_178_pitch_1_png.rf.efc4d040542b148c64c5822eca85fb91.jpg,0.0,0,0.4227747917175293,0,"(0.4, 0.5]",0.4227747917175293
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-8DEql48v-78FrEQlc4xqA_heading_265_pitch_-3_png.rf.5c7ed68f2c3dfa763f9b3f970f41dc4a.jpg,0.880797,1,0.4598601460456848,0,"(0.4, 0.5]",0.42093685395431524
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_06baPsRxViBjKjUOXaqnfQ_heading_283_pitch_-1_png.rf.75d7929ccaa7a5a3c13c676cf5ec829b.jpg,0.880797,1,0.4605347514152527,0,"(0.4, 0.5]",0.42026224858474737
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_6i4sRnwTEnrbrPk4DWZx5g_heading_314_pitch_0_png.rf.926dadae454c30b735f56f462d8497a1.jpg,0.880797,1,0.4626884460449219,0,"(0.4, 0.5]",0.4181085539550782
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1NSqAGZqhTLbMgbfoEhAiw_heading_270_pitch_5_png.rf.a5b447672aea3c4dcd3743d71aed4a9a.jpg,0.880797,1,0.46355846524238586,0,"(0.4, 0.5]",0.4172385347576142
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_KImeXqmSmZYKfslVdFHRUQ_heading_33_pitch_-1_png.rf.6568734beef7b572336f8e7847bd2d9e.jpg,0.0,0,0.41627469658851624,0,"(0.4, 0.5]",0.41627469658851624
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-WBF6v9yDd-WatYoXBuv5g_heading_313_pitch_0_png.rf.9607602ec8269de0a09b69e7d92393f2.jpg,0.880797,1,0.46509602665901184,0,"(0.4, 0.5]",0.4157009733409882
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_2KsLvW6rgG33Ow0AGiUo8w_heading_142_pitch_-1_png.rf.8485cc60ee74c8850141a69913e9a345.jpg,2.4e-05,0,0.4151591956615448,0,"(0.4, 0.5]",0.4151351956615448
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1vt3tsM0Z_AN7ihohTBm9Q_heading_57_pitch_1_png.rf.45b577088bde94d3b6c952ff973fd993.jpg,0.880797,1,0.4658234417438507,0,"(0.4, 0.5]",0.41497355825614934
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_02GKxYPGtSP0PRfSXa7ClA_heading_89_pitch_-5_png.rf.819b79f6306cd0b3d1f14ed603338ddb.jpg,0.880797,1,0.46594369411468506,0,"(0.4, 0.5]",0.414853305885315
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1fy0N50mnbULYgrzfLa5Ng_heading_200_pitch_-2_png.rf.bb42da0776bd891dd7d208737a15afbf.jpg,0.0,0,0.4117690324783325,0,"(0.4, 0.5]",0.4117690324783325
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1hVtkIpXb6jQXtHVLLl5Sw_heading_255_pitch_-2_png.rf.c80b2227398cde3dd533da8f2804c116.jpg,0.0,0,0.40753620862960815,0,"(0.4, 0.5]",0.40753620862960815
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1AgHI7-A_xmVhvUwvBRiMg_heading_314_pitch_-1_png.rf.e1bbfff946552154b179fc6b422b8058.jpg,0.880797,1,0.4740433692932129,0,"(0.4, 0.5]",0.40675363070678716
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_17d4EH4gQsgqCx44MFr8OA_heading_301_pitch_0_png.rf.4c9e2068a1121a3166e99d31c5eb67c1.jpg,0.880797,1,0.47533056139945984,0,"(0.4, 0.5]",0.4054664386005402
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-d09XcHZ6I_pokAVOw07BQ_heading_40_pitch_-1_png.rf.c4dc6523e96f1ca05738875b019ad3ee.jpg,0.880797,1,0.4769642651081085,0,"(0.4, 0.5]",0.40383273489189153
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_01GlYZ3-YYoaOe9LuVHzPA_heading_237_pitch_0_png.rf.32c08d12df365966ff8c0d2e889521a8.jpg,0.880797,1,0.47786960005760193,0,"(0.4, 0.5]",0.4029273999423981
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0MT7uKx2EFA-sfYsBC53WQ_heading_293_pitch_-1_png.rf.378df452869e700b3ca822bd1da9f600.jpg,0.880797,1,0.4782634973526001,0,"(0.4, 0.5]",0.40253350264739995
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0EzI2XemKbzlgiHJPRTiIg_heading_4_pitch_0_png.rf.f7737155f778a08a95157065bd2e52b4.jpg,0.880797,1,0.48009711503982544,0,"(0.4, 0.5]",0.4006998849601746
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_070n87wWHDFYcKfXeburPw_heading_118_pitch_-3_png.rf.f96bb9162999b4faa72001317872ecba.jpg,0.0,0,0.3996346592903137,0,"(0.3, 0.4]",0.3996346592903137
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1h4ey_zuOUoNGb3nwysf7w_heading_88_pitch_-2_png.rf.067e25ad40a9c4c8bee5e80e6b40282a.jpg,0.880797,1,0.4824927747249603,0,"(0.4, 0.5]",0.3983042252750397
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_2ys4nLK10ARLpmJcUa3UPw_heading_320_pitch_-6_png.rf.df6cb63d348b3b1114cdacf7dab6f432.jpg,0.880797,1,0.4831211268901825,0,"(0.4, 0.5]",0.39767587310981756
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_6jUw2OxD14uIRbItYF6cnQ_heading_314_pitch_0_png.rf.36d9b72c5cb4a5dadc9f02b14b570139.jpg,0.880797,1,0.48314595222473145,0,"(0.4, 0.5]",0.3976510477752686
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0e9J48GDUaO3W8ZTYl2LOQ_heading_17_pitch_-8_png.rf.32e167a102238210d87f4cd868111dc9.jpg,0.0,0,0.3964391350746155,0,"(0.3, 0.4]",0.3964391350746155
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_5WGz29LccfetR-NLQ2R_Hg_heading_202_pitch_-4_png.rf.bd0257b77b16a14179028bcdc105ed5e.jpg,0.38368,0,0.7799635529518127,1,"(0.7, 0.8]",0.3962835529518127
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0-kF51__h8_UyfgOyjefzw_heading_265_pitch_-8_png.rf.6f17f6eb72e8ca494df42523e189033c.jpg,0.0,0,0.3951854705810547,0,"(0.3, 0.4]",0.3951854705810547
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_2GNlndNPzTP9AhlGiI7HVw_heading_184_pitch_1_png.rf.8441c5ae39226215ae8edea34377d030.jpg,0.880797,1,0.48565757274627686,0,"(0.4, 0.5]",0.3951394272537232
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_4YEqq-gtCQiImhJgKOOm9A_heading_341_pitch_-5_png.rf.b375c1fb38999df8617242836f997ab3.jpg,0.880797,1,0.4872058033943176,0,"(0.4, 0.5]",0.3935911966056824
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0_p9vg8rkqkZEVXZ-NWrkg_heading_1_pitch_0_png.rf.57a566dff9f06cd32e5022c8ba21bc9d.jpg,0.880797,1,0.49002742767333984,0,"(0.4, 0.5]",0.3907695723266602
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_3AKNnRkx4TD5EuHSBfQw_Q_heading_139_pitch_-2_png.rf.aea70285b48e77d0aa715a935b108f22.jpg,0.880797,1,0.4919368326663971,0,"(0.4, 0.5]",0.38886016733360296
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_14foHP5Q0uqPU09Pzdf9eA_heading_36_pitch_3_png.rf.ee976e4ab406a9ce1da154f95ed3dcf5.jpg,0.880797,1,0.4946439862251282,0,"(0.4, 0.5]",0.3861530137748719
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1pHooc4TEdYFyNNnOHJa-Q_heading_14_pitch_-8_png.rf.9e4e25055d9abe702a9a4a300573ce1c.jpg,0.880797,1,0.49511927366256714,0,"(0.4, 0.5]",0.3856777263374329
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-SnKMJUNLjHoMNjVNwRxew_heading_40_pitch_-3_png.rf.e6676deb5ac1187406ed31d0eafb7b55.jpg,0.880797,1,0.4964093267917633,0,"(0.4, 0.5]",0.38438767320823675
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_6KE9yj_Ag7nIckB9LFDK7g_heading_274_pitch_-2_png.rf.ed5ff911d28e83067c1a76f2a3861ae4.jpg,0.880797,1,0.4983893930912018,0,"(0.4, 0.5]",0.38240760690879827
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_4AeaMTPyMoTF8QctYl-9cw_heading_337_pitch_-1_png.rf.46e760a5bcbdde247e230458cb542878.jpg,0.880797,1,0.49885571002960205,0,"(0.4, 0.5]",0.381941289970398
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1bPCRiwWqT0-wloPBgZrBw_heading_275_pitch_0_png.rf.67e88452a104b83f6519c4953d7dc6eb.jpg,0.0,0,0.38129696249961853,0,"(0.3, 0.4]",0.38129696249961853
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_16j8r1C28vyA-SjB1HNnaQ_heading_105_pitch_1_png.rf.d9ba58080b1db517b3579472ebc0b465.jpg,0.880797,1,0.4995766878128052,0,"(0.4, 0.5]",0.3812203121871949
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-oN234NafaDawAgA2c04Kg_heading_145_pitch_-5_png.rf.e9bb85a00c0d6e88adedc800583976f7.jpg,0.623071,1,0.24285392463207245,0,"(0.2, 0.3]",0.3802170753679276
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-VuLgNnUeibONnII72QGKg_heading_126_pitch_1_png.rf.3b7a5108f2076a7262105865b346c183.jpg,0.0,0,0.3797045946121216,0,"(0.3, 0.4]",0.3797045946121216
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_2GNlndNPzTP9AhlGiI7HVw_heading_325_pitch_1_png.rf.7dce183b757cef13ae8a5925ca158ccf.jpg,0.880797,1,0.5011019110679626,1,"(0.5, 0.6]",0.3796950889320374
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1OkF1RulweFr-9VYQ57CTA_heading_290_pitch_0_png.rf.65d9ea24a889947d6481fee681a7b1e4.jpg,0.0,0,0.3796408474445343,0,"(0.3, 0.4]",0.3796408474445343
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1BdsZebE1yvoR2Z_9OQF3Q_heading_199_pitch_0_png.rf.e2e64c79fb71a4faa086eeaf2010cebe.jpg,0.880797,1,0.5023496150970459,1,"(0.5, 0.6]",0.37844738490295415
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0_1oQIqaptJqNPxJxheDVA_heading_283_pitch_-3_png.rf.037f4ce93088fb26cb214c2ce4811fc2.jpg,0.880797,1,0.5067122578620911,1,"(0.5, 0.6]",0.374084742137909
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1rO6H75B4zbbOTxob6kXLg_heading_216_pitch_-4_png.rf.f2c04d11b21cc19b020ae2cc5586121b.jpg,0.880797,1,0.5072500705718994,1,"(0.5, 0.6]",0.37354692942810064
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0e9J48GDUaO3W8ZTYl2LOQ_heading_347_pitch_-8_png.rf.d1dfe8925b66905a469c5968167ad0d2.jpg,0.0,0,0.3727336823940277,0,"(0.3, 0.4]",0.3727336823940277
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0WE5-qw0tqxzq64x4uSf9Q_heading_5_pitch_-3_png.rf.225b7e8f5aa5973b5300a6c3b6b4ec34.jpg,0.880797,1,0.5082579255104065,1,"(0.5, 0.6]",0.37253907448959356
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-d09XcHZ6I_pokAVOw07BQ_heading_359_pitch_-1_png.rf.1419bbb89d4e9b01ca43b81dbbb60882.jpg,0.880797,1,0.5084561705589294,1,"(0.5, 0.6]",0.3723408294410706
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-bSfQrSfwyBxa6Zf-1Pmqw_heading_232_pitch_1_png.rf.c3f62163c805f9a486929ebfdd6c546d.jpg,0.880797,1,0.5098504424095154,1,"(0.5, 0.6]",0.37094655759048467
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0Km5-f58uQMoDLsNtnHEAg_heading_241_pitch_-4_png.rf.4d785689ce836d9a3ab9e9104d63e3a3.jpg,0.880797,1,0.5120539665222168,1,"(0.5, 0.6]",0.36874303347778326
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_5d8vwRCKe2l6BKzqvQ0NKQ_heading_321_pitch_4_png.rf.c05310028a8f015fa21db240a8e80be8.jpg,0.0,0,0.3675638437271118,0,"(0.3, 0.4]",0.3675638437271118
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1hVtkIpXb6jQXtHVLLl5Sw_heading_147_pitch_-2_png.rf.bd9f34a7c05e77cf9ba05f0d82a10688.jpg,0.880797,1,0.51422518491745,1,"(0.5, 0.6]",0.3665718150825501
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0kiNWatwqrWX944H0Jj8CQ_heading_307_pitch_1_png.rf.92f8180372f0aef28d601bbe8e3565e5.jpg,0.0,0,0.36615607142448425,0,"(0.3, 0.4]",0.36615607142448425
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_3MNlOXIBmRR_f0RVeY_HNw_heading_255_pitch_-7_png.rf.86388d9decd5cc1beb6e0b87f149d19a.jpg,3.2e-05,0,0.36535269021987915,0,"(0.3, 0.4]",0.3653206902198792
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0UTpcfcMOq60TRlTMamgVw_heading_354_pitch_-5_png.rf.52f47e5fc91aaa1363bb86a6293a8125.jpg,0.880797,1,0.5159812569618225,1,"(0.5, 0.6]",0.36481574303817754
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_5etsQzbN1Ao5tYUjauLRrA_heading_209_pitch_-4_png.rf.d123cf434cf58751f74693b7e57e0cd4.jpg,0.880797,1,0.5168063640594482,1,"(0.5, 0.6]",0.3639906359405518
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-1tN4lEA-abrRGZw66d34Q_heading_294_pitch_-1_png.rf.394b6637723f8554a24cea99c4923446.jpg,0.880797,1,0.5181688666343689,1,"(0.5, 0.6]",0.36262813336563116
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0m2TJlVFNDoDxQxGL_rakA_heading_307_pitch_6_png.rf.df87a489c9a2014b09826c0e15ce8f6e.jpg,0.880797,1,0.5186119675636292,1,"(0.5, 0.6]",0.3621850324363709
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-XTzPAI5Zas3uYoyBYqYJA_heading_15_pitch_-4_png.rf.a23b745ad1b00399c48c7617ff61e9c1.jpg,0.880797,1,0.5193803906440735,1,"(0.5, 0.6]",0.36141660935592657
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1LDgECnPE1x4YSMUjlnjTg_heading_199_pitch_8_png.rf.c7f77febf8eb6e070e9a405bdecd04e6.jpg,0.880797,1,0.5198792815208435,1,"(0.5, 0.6]",0.36091771847915655
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_072I2fdbIVVcq0t6RRfpMw_heading_263_pitch_-6_png.rf.371ddfd1d254fd23f13b63eb2d10d847.jpg,0.722788,1,0.3625717759132385,0,"(0.3, 0.4]",0.36021622408676146
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1eMMB01aA_uyCOWecNMRiw_heading_138_pitch_-1_png.rf.e71ba7c7014c677b3a9e57462408c8eb.jpg,0.880797,1,0.5219095349311829,1,"(0.5, 0.6]",0.3588874650688172
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0EzI2XemKbzlgiHJPRTiIg_heading_17_pitch_0_png.rf.e808b28930ff8e3a104a2f0f44419fb1.jpg,0.880797,1,0.5234979391098022,1,"(0.5, 0.6]",0.3572990608901978
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-OohYtAsiTL8bNtQcEp3VQ_heading_345_pitch_0_png.rf.9b55cc4e8bacff616d9ad96aff86543e.jpg,0.880797,1,0.5238385200500488,1,"(0.5, 0.6]",0.3569584799499512
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0kFUEKkdh8nYF4OpnPD1Bw_heading_171_pitch_0_png.rf.903c7640088ca8eb5e28eda40bc4355c.jpg,0.880797,1,0.5241625308990479,1,"(0.5, 0.6]",0.3566344691009522
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-i6uNDthkw3RBxD2NKTeiQ_heading_318_pitch_0_png.rf.bb9b83ed4229f6bf151b73b24d4bf2d7.jpg,0.880797,1,0.5263293385505676,1,"(0.5, 0.6]",0.3544676614494324
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_11ZjJRf0OJn9XCpl0Q5DxA_heading_177_pitch_-5_png.rf.6e31bdf6a3b4f3cf1f9084037d70f6f3.jpg,0.0,0,0.353943794965744,0,"(0.3, 0.4]",0.353943794965744
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-ofjwRvu_CtaQiBRxLgxDQ_heading_211_pitch_-3_png.rf.59e63267886620d2cb92dac20669d211.jpg,0.880797,1,0.5292994976043701,1,"(0.5, 0.6]",0.35149750239562993
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_02IUaWKOW482_-jbdk66OA_heading_256_pitch_0_png.rf.2e11f26b586fc45c13de648f9404d631.jpg,0.880797,1,0.5299761891365051,1,"(0.5, 0.6]",0.3508208108634949
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0fUGD_flAWr60t8-WFcpOg_heading_324_pitch_0_png.rf.2e229d39cb9555daa2afde69dfeb5436.jpg,0.880797,1,0.530769944190979,1,"(0.5, 0.6]",0.35002705580902105
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0FBRDFFSWEnkuc2q3qOv-Q_heading_120_pitch_0_png.rf.769bfec37dbc5ac8e26a070b15bfd5b0.jpg,0.880797,1,0.5323457717895508,1,"(0.5, 0.6]",0.34845122821044927
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0EOc60FvT1b90EyHHqVtmA_heading_22_pitch_2_png.rf.d57344f5d2b651371f124c5d45a56a4e.jpg,0.880797,1,0.5339399576187134,1,"(0.5, 0.6]",0.3468570423812867
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-Epe8D-3y1Jp78-i1FedjA_heading_103_pitch_-3_png.rf.3fd4e7200734823a26bfa6f70b92606f.jpg,0.880797,1,0.5342707633972168,1,"(0.5, 0.6]",0.34652623660278326
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1pCiaHaJRnTA4NSIgBULTQ_heading_4_pitch_3_png.rf.7fbea73715dcc161c7b42307d789f8f3.jpg,0.880797,1,0.5353490710258484,1,"(0.5, 0.6]",0.34544792897415166
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1Jiuw5GffGA2SfD2AomXSA_heading_10_pitch_1_png.rf.a978141f650c5cb11dac5f75498bcf89.jpg,0.880797,1,0.535730242729187,1,"(0.5, 0.6]",0.34506675727081304
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_3sRVuwtrgyetVOPy0fKwrQ_heading_62_pitch_0_png.rf.95cbde251fb23e8ef7effe6f91281d27.jpg,0.880797,1,0.5365056395530701,1,"(0.5, 0.6]",0.34429136044693
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-qW3U3yMEE8vz47tLnu1eg_heading_74_pitch_0_png.rf.84485dcf72d4c4656e7865ae7b8ede7e.jpg,0.0,0,0.3439909815788269,0,"(0.3, 0.4]",0.3439909815788269
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1ovHSIFo75ps7IvN2R4kRA_heading_254_pitch_-3_png.rf.3e6c80cdb611a705318256c7dd54f90b.jpg,0.880797,1,0.5372201204299927,1,"(0.5, 0.6]",0.3435768795700074
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-DY7zfudcviu8d63OdJr1w_heading_60_pitch_-5_png.rf.6abb02e171afa6200f299a4ea900dc1f.jpg,0.880797,1,0.5428913235664368,1,"(0.5, 0.6]",0.3379056764335633
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0bi7OAf179Kkg5uOiA-nlw_heading_182_pitch_2_png.rf.fc3b38160f86a80003f71929fb462174.jpg,0.20014,0,0.5375585556030273,1,"(0.5, 0.6]",0.33741855560302736
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_1LDgECnPE1x4YSMUjlnjTg_heading_0_pitch_8_png.rf.3c4c8da6d4199eb5718fdb4153a0635f.jpg,0.880797,1,0.5437196493148804,1,"(0.5, 0.6]",0.3370773506851197
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_2HX1JV1bp94j2DIG06jjmg_heading_82_pitch_3_png.rf.1a95ad40b8de4c625cb53aaf202d57cb.jpg,0.880797,1,0.544227123260498,1,"(0.5, 0.6]",0.336569876739502
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_16A1QSPus1LuHMI-rVsGdg_heading_70_pitch_-4_png.rf.03c068d3af5819614918310c948ca21b.jpg,0.880797,1,0.54425048828125,1,"(0.5, 0.6]",0.33654651171875005
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_4sYCb8tmK_1pWGlHGF2tcg_heading_191_pitch_-4_png.rf.8b8e48ff524a1d07d5e537e7ccd4cc2f.jpg,0.880797,1,0.5455206036567688,1,"(0.5, 0.6]",0.33527639634323125
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_3LK8CjPK80fuKMaBpeu7vg_heading_204_pitch_-5_png.rf.5b13db237111643031d7e25fc96c98d9.jpg,0.880797,1,0.5459365844726562,1,"(0.5, 0.6]",0.3348604155273438
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_6EPAizD4qEs00b-Bp1Sivg_heading_242_pitch_1_png.rf.2db11f8dd4963d87b6efb0c9d205b66c.jpg,0.880797,1,0.5463761687278748,1,"(0.5, 0.6]",0.3344208312721253
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_2AlDONLmp8UIk8tDFbeZsQ_heading_51_pitch_4_png.rf.a709139d030d1205ce4248fdf2f4d095.jpg,0.880797,1,0.5466851592063904,1,"(0.5, 0.6]",0.33411184079360967
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_4WHKf2l7Z01xZ4Vu8YFpDQ_heading_0_pitch_-7_png.rf.de2bc3c4ce36e4ec759dfd78a576333f.jpg,0.880797,1,0.5473153591156006,1,"(0.5, 0.6]",0.33348164088439947
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_3xJXsmxpzs9LFserVQgJCw_heading_297_pitch_3_png.rf.8cd911545086279ff2fafe0b2307ae2b.jpg,0.880797,1,0.5475031137466431,1,"(0.5, 0.6]",0.333293886253357
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_5x3pCovhTyAYOHHal6x3Gw_heading_209_pitch_-2_png.rf.de0bdbd36ea2c83b070b4bcdbe6adffe.jpg,0.880797,1,0.5475395917892456,1,"(0.5, 0.6]",0.33325740821075445
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_4akQ9em0hvqcHQEpuyH8pQ_heading_110_pitch_0_png.rf.ca49192533c7c0ac28b00b070671a1ea.jpg,0.880797,1,0.5482393503189087,1,"(0.5, 0.6]",0.33255764968109136
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_L4cNuU8mu8NOWwzn74XMtg_heading_288_pitch_-2_png.rf.d7ffe6ccd7570417395623417fdd14c2.jpg,0.0,0,0.33240172266960144,0,"(0.3, 0.4]",0.33240172266960144
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_5Eo6y6DpyCEDHurs2sEr1Q_heading_291_pitch_0_png.rf.488a414f7e09e59ac1ec44ef0d0483b5.jpg,0.880797,1,0.5517858862876892,1,"(0.5, 0.6]",0.32901111371231084
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_0_p9vg8rkqkZEVXZ-NWrkg_heading_91_pitch_0_png.rf.0008aaf58868819fb76f59c06188a357.jpg,0.0,0,0.32857316732406616,0,"(0.3, 0.4]",0.32857316732406616
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-TBqyIsrW8bkXyUQqud4sQ_heading_132_pitch_4_png.rf.d2f3dc00617d2b5091eaab1ab80095d0.jpg,0.880797,1,0.5527487397193909,1,"(0.5, 0.6]",0.3280482602806092
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_-HAUcuiumXVmqxe97DXi7g_heading_86_pitch_1_png.rf.7ac73643075f63ceb21fd600985402ce.jpg,0.880797,1,0.553964376449585,1,"(0.5, 0.6]",0.3268326235504151
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_2HlR4Kl9I4I7ZiwABtpsLg_heading_20_pitch_0_png.rf.9cc9aad1314aa4e58b6baedcd223ec88.jpg,0.880797,1,0.5551135540008545,1,"(0.5, 0.6]",0.32568344599914556
/content/drive/MyDrive/Offical Project.v8i.coco/test/_panoid_3MQdGNB9talIQGSxSIkAKw_heading_45_pitch_-5_png.rf.2d535877fc7864057bcbd4e29cab850d.jpg,0.880797,1,0.5556275248527527,1,"(0.5, 0.6]",0.32516947514724737
